candidate_rows,evaluator_id,is_flat,prompt_id,unique_scores
4,google/gemma-3-12b-it::normal_01,False,p001,2
4,google/gemma-3-12b-it::normal_02,False,p001,2
4,google/gemma-3-12b-it::normal_03,False,p001,2
4,google/gemma-3-12b-it::normal_04,False,p001,2
4,google/gemma-3-12b-it::normal_01,False,p002,4
4,google/gemma-3-12b-it::normal_02,False,p002,2
4,google/gemma-3-12b-it::normal_03,False,p002,2
4,google/gemma-3-12b-it::normal_04,False,p002,2
4,google/gemma-3-12b-it::normal_01,False,p003,2
4,google/gemma-3-12b-it::normal_02,False,p003,2
4,google/gemma-3-12b-it::normal_03,False,p003,2
4,google/gemma-3-12b-it::normal_04,False,p003,2
4,google/gemma-3-12b-it::normal_01,False,p004,3
4,google/gemma-3-12b-it::normal_02,False,p004,4
4,google/gemma-3-12b-it::normal_03,False,p004,3
4,google/gemma-3-12b-it::normal_04,False,p004,2
4,google/gemma-3-12b-it::normal_01,False,p005,4
4,google/gemma-3-12b-it::normal_02,False,p005,2
4,google/gemma-3-12b-it::normal_03,False,p005,2
4,google/gemma-3-12b-it::normal_04,False,p005,2
4,google/gemma-3-12b-it::normal_01,False,p006,2
4,google/gemma-3-12b-it::normal_02,False,p006,3
4,google/gemma-3-12b-it::normal_03,False,p006,3
4,google/gemma-3-12b-it::normal_04,False,p006,3
4,google/gemma-3-12b-it::normal_01,False,p007,2
4,google/gemma-3-12b-it::normal_02,False,p007,2
4,google/gemma-3-12b-it::normal_03,False,p007,2
4,google/gemma-3-12b-it::normal_04,False,p007,2
4,google/gemma-3-12b-it::normal_01,False,p008,2
4,google/gemma-3-12b-it::normal_02,False,p008,2
4,google/gemma-3-12b-it::normal_03,False,p008,2
4,google/gemma-3-12b-it::normal_04,False,p008,2
4,google/gemma-3-12b-it::normal_01,False,p009,2
4,google/gemma-3-12b-it::normal_02,False,p009,2
4,google/gemma-3-12b-it::normal_03,False,p009,2
4,google/gemma-3-12b-it::normal_04,False,p009,2
4,google/gemma-3-12b-it::normal_01,False,p010,2
4,google/gemma-3-12b-it::normal_02,False,p010,2
4,google/gemma-3-12b-it::normal_03,False,p010,2
4,google/gemma-3-12b-it::normal_04,False,p010,2
4,google/gemma-3-12b-it::normal_01,False,p011,2
4,google/gemma-3-12b-it::normal_02,False,p011,2
4,google/gemma-3-12b-it::normal_03,False,p011,2
4,google/gemma-3-12b-it::normal_04,False,p011,2
4,google/gemma-3-12b-it::normal_01,False,p012,3
4,google/gemma-3-12b-it::normal_02,False,p012,3
4,google/gemma-3-12b-it::normal_03,False,p012,2
4,google/gemma-3-12b-it::normal_04,False,p012,2
4,google/gemma-3-12b-it::normal_01,False,p013,2
4,google/gemma-3-12b-it::normal_02,False,p013,2
4,google/gemma-3-12b-it::normal_03,False,p013,2
4,google/gemma-3-12b-it::normal_04,False,p013,2
4,google/gemma-3-12b-it::normal_01,False,p014,2
4,google/gemma-3-12b-it::normal_02,False,p014,2
4,google/gemma-3-12b-it::normal_03,False,p014,2
4,google/gemma-3-12b-it::normal_04,False,p014,2
4,google/gemma-3-12b-it::normal_01,False,p015,2
4,google/gemma-3-12b-it::normal_02,False,p015,2
4,google/gemma-3-12b-it::normal_03,False,p015,2
4,google/gemma-3-12b-it::normal_04,False,p015,2
4,google/gemma-3-12b-it::normal_01,False,p016,2
4,google/gemma-3-12b-it::normal_02,False,p016,2
4,google/gemma-3-12b-it::normal_03,False,p016,2
4,google/gemma-3-12b-it::normal_04,False,p016,2
4,google/gemma-3-12b-it::normal_01,False,p017,2
4,google/gemma-3-12b-it::normal_02,False,p017,2
4,google/gemma-3-12b-it::normal_03,False,p017,2
4,google/gemma-3-12b-it::normal_04,False,p017,2
4,google/gemma-3-12b-it::normal_01,False,p018,2
4,google/gemma-3-12b-it::normal_02,False,p018,2
4,google/gemma-3-12b-it::normal_03,False,p018,2
4,google/gemma-3-12b-it::normal_04,False,p018,2
4,google/gemma-3-12b-it::normal_01,False,p019,4
4,google/gemma-3-12b-it::normal_02,False,p019,4
4,google/gemma-3-12b-it::normal_03,False,p019,2
4,google/gemma-3-12b-it::normal_04,False,p019,2
4,google/gemma-3-12b-it::normal_01,False,p020,2
4,google/gemma-3-12b-it::normal_02,False,p020,2
4,google/gemma-3-12b-it::normal_03,False,p020,2
4,google/gemma-3-12b-it::normal_04,False,p020,2
4,google/gemma-3-12b-it::normal_01,False,p021,4
4,google/gemma-3-12b-it::normal_02,False,p021,2
4,google/gemma-3-12b-it::normal_03,False,p021,2
4,google/gemma-3-12b-it::normal_04,False,p021,2
4,google/gemma-3-12b-it::normal_01,False,p022,2
4,google/gemma-3-12b-it::normal_02,False,p022,2
4,google/gemma-3-12b-it::normal_03,False,p022,2
4,google/gemma-3-12b-it::normal_04,False,p022,2
4,google/gemma-3-12b-it::normal_01,False,p023,2
4,google/gemma-3-12b-it::normal_02,False,p023,2
4,google/gemma-3-12b-it::normal_03,False,p023,2
4,google/gemma-3-12b-it::normal_04,False,p023,2
4,google/gemma-3-12b-it::normal_01,False,p024,3
4,google/gemma-3-12b-it::normal_02,False,p024,4
4,google/gemma-3-12b-it::normal_03,False,p024,4
4,google/gemma-3-12b-it::normal_04,False,p024,4
4,google/gemma-3-12b-it::normal_01,False,p025,2
4,google/gemma-3-12b-it::normal_02,False,p025,2
4,google/gemma-3-12b-it::normal_03,False,p025,2
4,google/gemma-3-12b-it::normal_04,False,p025,2
4,google/gemma-3-12b-it::normal_01,False,p026,2
4,google/gemma-3-12b-it::normal_02,False,p026,2
